0.141,0.514,-1.035,17.822,-18.005,11.047,152.336,-8.701,151.611
0.127,0.362,-0.846,14.893,-1.953,10.498,153.199,-8.641,150.897
0.119,0.358,-0.985,-0.61,-12.512,11.047,153.693,-8.388,150.205
0.101,0.396,-0.804,-24.17,2.258,15.869,153.078,-8.421,149.381
0.089,0.535,-0.829,7.263,2.686,-24.963,152.886,-8.278,149.87
0.115,0.51,-0.858,18.982,18.982,-34.18,153.199,-8.064,151.573
0.191,0.36,-0.919,18.982,3.967,-22.278,154.127,-7.954,153.21
0.125,0.402,-0.921,8.545,-9.827,-2.502,154.764,-7.548,153.594
0.16,0.371,-0.903,4.211,-23.315,25.024,155.308,-7.136,152.529
0.048,0.382,-0.886,-0.366,-25.879,17.456,155.616,-6.372,150.936
0.021,0.43,-0.901,1.16,-3.174,-0.916,155.638,-5.757,150.48
0.096,0.426,-0.915,8.789,5.859,-6.714,155.852,-5.729,150.743
0.092,0.357,-0.943,4.456,0.488,-6.348,156.281,-5.729,151.139
0.109,0.366,-0.903,0.427,-4.333,5.371,156.451,-5.652,151.073
0.119,0.419,-0.891,-1.16,-14.587,11.292,156.412,-5.416,150.386
0.074,0.375,-0.923,1.404,-18.921,13.977,156.528,-4.861,149.436
0.065,0.383,-0.91,-1.038,-13.062,15.991,156.566,-4.4,148.414
0.06,0.336,-0.892,-11.841,-17.151,21.79,156.418,-4.07,147.189
-0.021,0.303,-0.967,-25.085,2.502,22.705,155.764,-3.889,145.876
0.182,0.377,-0.913,-29.541,-2.441,21.606,154.473,-4.521,144.921
0.076,0.41,-0.812,-34.241,-3.601,5.371,152.968,-4.411,144.141
-0.01,0.459,-0.904,-40.771,-20.813,5.188,150.985,-3.9,143.575
0.176,0.595,-0.763,-33.691,16.907,-0.854,149.156,-4.197,143.751
0.112,0.573,-0.798,-15.869,2.563,8.057,147.854,-4.642,143.69
0.167,0.639,-0.801,0.183,-29.785,27.161,147.376,-4.818,142.46
-0.004,0.493,-0.823,5.371,-10.498,-3.418,147.728,-4.125,141.597
0.14,0.424,-0.655,20.569,15.564,-16.174,148.315,-3.845,141.982
0.29,0.526,-0.908,5.798,-21.057,-4.456,148.672,-3.45,142.125
-0.052,0.442,-0.807,-3.479,-45.166,-23.865,148.881,-1.324,141.894
-0.203,0.581,-0.838,-2.502,-14.709,-23.804,148.618,0.709,142.152
-0.092,0.513,-0.915,14.099,3.906,-25.574,148.958,1.439,143.333
0.044,0.536,-0.856,12.695,-10.132,-18.25,149.557,1.989,144.25
-0.086,0.455,-0.882,6.836,-2.93,2.014,150.392,2.609,144.388
-0.048,0.456,-0.837,12.695,-0.732,-7.935,150.914,2.78,144.465
-0.144,0.364,-0.904,8.118,-1.648,-12.39,151.397,3.192,144.789
-0.156,0.396,-0.929,-18.86,4.517,-9.644,151.227,3.499,145.333
-0.144,0.407,-0.877,-42.236,21.301,0.61,150.084,3.054,145.931
-0.038,0.559,-0.837,-39.001,19.836,3.113,148.019,2.082,146.332
0.075,0.578,-0.811,-39.062,-3.906,1.099,146.184,1.56,146.36
-0.062,0.5,-0.84,-32.349,-14.587,2.258,144.492,1.961,145.981
-0.134,0.582,-0.78,-41.382,10.803,7.629,142.504,1.928,145.706
-0.119,0.553,-0.693,-41.138,34.058,2.93,140.526,1.044,146.316
-0.008,0.885,-0.661,-40.283,46.326,-8.606,137.884,-0.324,147.805
0.112,0.774,-0.695,-17.517,35.095,-16.968,136.406,-1.362,149.683
0.05,0.715,-0.684,4.333,21.667,8.301,136.115,-2.208,150.601
0.05,0.657,-0.677,1.953,25.94,17.09,136.208,-3.494,150.941
0.124,0.7,-0.692,1.282,25.269,6.653,136.033,-4.977,151.397
0.01,0.762,-0.698,7.08,38.147,-22.888,136.022,-5.641,152.891
0.056,0.743,-0.756,2.808,51.208,-68.848,136.093,-5.779,156.22
0.097,0.627,-0.665,9.277,63.11,-76.721,135.983,-5.158,161.169
0.028,0.753,-0.683,2.075,58.716,-38.696,135.604,-5.883,164.696
0.008,0.7,-0.62,6.287,68.115,-35.4,135.396,-6.658,168.322
0.461,0.702,-0.731,9.888,47.485,-10.803,135.319,-8.344,171.486
0.446,0.702,-0.704,12.817,-8.484,24.902,135.89,-9.734,171.573
0.222,0.613,-0.738,12.634,-53.467,19.958,137.082,-9.399,169.096
0.304,0.668,-0.694,9.583,-67.688,12.268,137.972,-7.839,166.487
-0.037,0.645,-0.743,12.39,-81.97,35.583,138.922,-5.317,162.79
-0.064,0.576,-0.797,7.324,-57.8,23.438,139.763,-3.549,159.445
